companyName,accountID,country,city,state,companyType,rapNetMemberSince,totalRating,yearsSinceJoining
"UCHIHARA. CO., LTD",52901,JAPAN,tokyo,Tokyo,Independent Jeweler,2009-09-23T00:00:00,0,15
Ude collection inc,120977,USA,Los Angeles,California,Jewelry Manufacturer,2021-09-15T00:00:00,0,3
Udelphi (Rapaport) - Ukraine 1,108953,UKRAINE,Vin_City,,Services,2018-02-28T00:00:00,0,6
Udelphi (Rapaport) - Ukraine 2,108954,UKRAINE,Vin,,Services,2018-02-28T00:00:00,0,6
UDHRASH EXPORT,119403,INDIA,SURAT,Gujarat,Diamond Dealer/Broker,2021-03-24T00:00:00,0,3
Verma Group,77776,USA,New York,New York,"Diamond Dealer/Broker, Online Jewelry Store",2012-08-02T00:00:00,0,12
VERNAIN SA,32766,SWITZERLAND,Geneva,Aargau,Diamond Dealer/Broker,2014-02-03T00:00:00,0,10
Vero Estate Jewelry,48973,USA,Vero Beach,Florida,Independent Jeweler,2011-04-18T00:00:00,0,13
Vero Gems,110464,USA,,Georgia,Diamond Dealer/Broker,2018-08-16T00:00:00,0,6
VERONA INTL DMCC,119342,UAE,DUBAI,DUBAI,Diamond Dealer/Broker,2021-03-17T00:00:00,0,3
Verstandig & Sons,1891,USA,New York,New York,Diamond Manufacturer/Cutter,2009-06-22T00:00:00,0,15
vertex diam (hk) ltd,92375,HONG KONG,hongkong,,Diamond Manufacturer/Cutter,2013-12-13T00:00:00,0,11
VESTA COMPANY LIMITED,70748,UAE,DUBAI,,Jewelry Manufacturer,2009-03-10T00:00:00,0,15
Vestal Co.,56356,USA,Rancho Santa Fe,California,Jewelry Manufacturer,2005-07-13T00:00:00,0,19
Vets Alphi Diamonds Manufacturing,104614,BELGIUM,Antwerp,Antwerp,Diamond Dealer/Broker,2016-09-23T00:00:00,0,8
VG Diamond,98181,CHINA,Sicuan,Chongqing,Independent Jeweler,2015-03-04T00:00:00,0,9
VG Diamonds LLC,112282,USA,Carmel,Indiana,"Diamond Dealer/Broker, Online Jewelry Store, Rough Diamond Dealer",2019-02-27T00:00:00,0,5
VG Diamonds Ltd,78839,HONG KONG,TSIM SHA TSUI,,"Diamond Manufacturer/Cutter, Diamond Mining",2011-06-15T00:00:00,0,13
VHN GEMS LLP,123716,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2022-08-22T00:00:00,0,2
Via Diamonds Ltd.,118119,ISRAEL,Ramat Gan,,Online Jewelry Store,2020-11-12T00:00:00,0,4
VIBHUTI DIAMONDS AND JEWELS LLP,129939,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2024-11-25T00:00:00,0,Less than 1 year
Vibrant Jewels Limited,105171,HONG KONG,Kowloon,,Diamond Dealer/Broker,2016-12-05T00:00:00,0,8
Vic & Co.,71403,USA,Ann Arbor,Michigan,Independent Jeweler,2009-07-13T00:00:00,0,15
Vic's Fine Jewelry & Diamonds,90155,USA,los angeles,California,"Jewelry Manufacturer, Jewelry Retailer, Jeweler ",2013-06-24T00:00:00,0,11
VICKY GEMS,91152,UNITED KINGDOM,LONDON,,Jewelry Manufacturer,2013-09-13T15:18:25,0,11
VICKY V. DOSHI,90554,INDIA,SURAT,Gujarat,"Diamond Manufacturer/Cutter, Diamond Dealer/Broker",2013-07-30T00:00:00,0,11
Victoria Fine Jewellery INC,122940,CANADA,Toronto,Alberta,Jewelry Retailer,2022-05-04T00:00:00,0,2
Victoria Jewelers,95191,USA,Orlando,Florida,Independent Jeweler,2014-07-15T00:00:00,0,10
Victoria Jewelers Inc.,118802,USA,Glen Allen,Virginia,Jewelry Retailer,2021-02-08T00:00:00,0,3
VICTORY ART LIMITED,64671,HONG KONG,TST,,Diamond Dealer/Broker,2008-01-01T00:00:00,0,16
VIDHI DIAM CO. LTD,123528,THAILAND,Bangkok,Bangkok,"Diamond Manufacturer/Cutter, Diamond Dealer/Broker",2022-07-21T00:00:00,0,2
Vidhiaan Exports,118844,INDIA,Surat,Gujarat,Diamond Dealer/Broker,2021-02-08T00:00:00,0,3
VIDHIT DOSHI,103724,INDIA,Surat,Gujarat,Diamond Dealer/Broker,2016-06-03T00:00:00,0,8
Vidya Gems,98545,INDIA,Mumbai,Maharashtra,Diamond Dealer/Broker,2015-04-01T00:00:00,0,9
VIE JEWELS DMCC - DUBAI 2,90017,UAE,DUBAI,,Diamond Manufacturer/Cutter,2013-07-03T00:00:00,0,11
Vigoureux Joaillerie,124817,FRANCE,Lyon,Ain,Jewelry Manufacturer,2023-02-07T00:00:00,0,1
VIHA GEMS,97697,INDIA,SURAT,Gujarat,Diamond Manufacturer/Cutter,2015-01-28T00:00:00,0,9
VIHAA GEMS,122791,INDIA,MUMBAI,Maharashtra,Diamond Manufacturer/Cutter,2022-04-04T00:00:00,0,2
VIHAAN ENTERPRISE,100709,INDIA,KOLKATA,West Bengal,"Diamond Dealer/Broker, Independent Jeweler",2015-09-16T00:00:00,0,9
VIHAAN GEMS,129923,INDIA,,,,2024-11-25T00:00:00,0,Less than 1 year
Viir Fine Jewelry & Art,127232,USA,Tucson,Arizona,Jewelry Retailer,2024-02-21T18:57:00,0,Less than 1 year
VIJAY D JAIN,120675,INDIA,MUMBAI,Maharashtra,,2021-08-04T00:00:00,0,3
VIJAY EXPORTS,116923,INDIA,Mumbai,Maharashtra,Diamond Dealer/Broker,2020-07-10T00:00:00,0,4
Vijay Jewellers - R. Jayanth,106362,INDIA,pondicherry,Tamil Nadu,Independent Jeweler 1-5 Stores,2017-05-03T00:00:00,0,7
"Vijay''s NYC, Inc.",120667,USA,New York,New York,Wholesaler ,2021-08-03T00:00:00,0,3
VIJAYASHREE JEWELLERS,121870,INDIA,BENGALURU,Karnataka,Jewelry Retailer,2021-12-31T00:00:00,0,3
VIJAYDIMON DIAMOND (I) PVT.LTD,77595,INDIA,MUMBAI,Maharashtra,"Diamond Dealer/Broker, Rough Diamond Dealer",2011-03-15T00:00:00,0,13
Vikalp Solitaire,105789,INDIA,Surat,Gujarat,Diamond Dealer/Broker,2017-02-24T00:00:00,0,7
VIKAS CHAIN JEWELLERY INDIA LTD,126225,INDIA,NEW DELHI,Delhi,Jewelry Retailer,2023-08-30T07:30:00,0,1
VIKAS GEMS - MUMBAI 2,73735,INDIA,mumbai,Maharashtra,Diamond Dealer/Broker,2010-02-11T00:00:00,0,14
Viken's Jewelery,111033,USA,Los Angeles,California,Jewelry Manufacturer,2018-10-16T00:00:00,0,6
VIM CREATIONS CO. LTD,94764,THAILAND,BANGRAK,BANGKOK,Diamond Dealer/Broker,2014-06-06T00:00:00,0,10
VIMAL DIAMONDS,79610,INDIA,NEW DELHI,Andaman & Nicobar Islands,Independent Jeweler,2011-08-23T00:00:00,0,13
Vimco Diamond Corp - New York 2,19110,USA,New York,New York,Diamond Manufacturer/Cutter,2004-02-12T00:00:00,0,20
Vin Gol,125887,USA,Woodland Hills,California,Jewelry Retailer,2023-07-06T17:37:00,0,1
W.D.C. S.R.L.,104736,ITALY,Verona,,Diamond Dealer/Broker,2016-10-10T00:00:00,0,8
Wachler Estate Collection LLC,14521,USA,Birmingham,Michigan,Independent Jeweler,2015-10-15T00:00:00,0,9
Waco Jewelers,33853,USA,Waco,Texas,Independent Jeweler,2014-05-29T00:00:00,0,10
"Wade Designs, Inc",77396,USA,Rocky Mount,North Carolina,Independent Jeweler,2011-02-28T00:00:00,0,13
Wade's Jewelers,76877,USA,Gibsonville,North Carolina,Independent Jeweler,2014-01-13T17:40:21,0,10
Wademass Inc.,124068,USA,CHEYENNE,Wyoming,Diamond Dealer/Broker,2022-10-13T00:00:00,0,2
WADHWANA INTERNATIONAL LIMITED,127761,HONG KONG,TSIM SHA TSUI,,Wholesaler ,2024-04-12T03:23:00,0,Less than 1 year
WAH CHAN CONSOLIDATED SDN. BHD.,53594,MALAYSIA,Selangor,,Jewelry Manufacturer,2004-09-07T00:00:00,0,20
Wah Kwan Jewellery Co.,85110,HONG KONG,Hong Kong,,Diamond Dealer/Broker,2012-08-01T00:00:00,0,12
Wai Hung Diamonds Trading Company,102899,HONG KONG,Hong Kong,,Diamond Dealer/Broker,2016-03-17T00:00:00,0,8
WAI KWONG DIAMOND LTD,67959,HONG KONG,Central,,Diamond Dealer/Broker,2011-07-14T00:00:00,0,13
Wala Gems Ltd.,74240,ISRAEL,Ramat Gan,Central District,Diamond Manufacturer/Cutter,2010-04-15T00:00:00,0,14
Waldemar Jewellers,71432,AUSTRALIA,Sydney,Australian Capital Territory,Jewelry Manufacturer,2009-07-21T00:00:00,0,15
Waldman Diamond Canada Ltd,97516,CANADA,Vancouver,British Columbia,Diamond Dealer/Broker,2015-01-13T15:58:00,0,9
Walfa Mendelsom Eliyahu Liftman,121162,ISRAEL,Ramat Gan,,Diamond Dealer/Broker,2021-10-13T00:00:00,0,3
Wallach Jewelry Designs,2189,USA,Larchmont,New York,Independent Jeweler,2012-09-13T00:00:00,0,12
Walters Jewelry Inc,1459,USA,St Charles,Missouri,Independent Jeweler,2005-07-11T00:00:00,0,19
WAMA GEMS,115028,INDIA,SURAT,Gujarat,Diamond Manufacturer/Cutter,2019-11-06T00:00:00,0,5
Wamada Jewellery,67599,AUSTRALIA,Sydney,New South Wales,Independent Jeweler,2007-09-25T00:00:00,0,17
WAMAN HARI PETHE JEWELLERS,32530,INDIA,MUMBAI,Maharashtra,"Diamond Dealer/Broker, Jewelry Retail Chain 11-30 Stores, Jewelry Manufacturer",2011-08-26T00:00:00,0,13
Wan Fu Jewelry Shop,89388,CHINA,Wenling,Zhejiang,Diamond Dealer/Broker,2013-05-08T00:00:00,0,11
WanGui Jewelry,116910,CHINA,Shenzhen,Guangdong,Jewelry Retailer,2020-07-08T00:00:00,0,4
Want my Diamond,106867,USA,Los Angeles,California,Online Jewelry Store,2017-06-28T00:00:00,0,7
WanTu Jewelry,98589,CHINA,shanghai,Shanghai,Independent Jeweler,2015-03-31T00:00:00,0,9
Ware Jewelers inc. - Ronnie ware,6820,USA,Auburn,Alabama,Independent Jeweler,1999-05-12T00:00:00,0,25
VINAV JEWELS,115741,INDIA,SURAT,Gujarat,Diamond Dealer/Broker,2020-01-13T00:00:00,0,4
VINAY DIAMONDS,73265,INDIA,MUMBAI,Maharashtra,Diamond Manufacturer/Cutter,2009-11-25T00:00:00,1,15
Vincent's Jewelers- St. Louis,21947,USA,Saint Louis,Missouri,Independent Jeweler,2011-03-15T00:00:00,0,13
Vincent's Jewelry,6776,USA,Anaheim,California,Diamond Dealer/Broker,1999-07-27T00:00:00,0,25
Vinhas Jewelers,95575,USA,Newark,New Jersey,Independent Jeweler,2014-08-13T15:03:01,0,10
Vinit Gems,85164,INDIA,MUMBAI,Maharashtra,Diamond Manufacturer/Cutter,2012-08-01T00:00:00,0,12
Vinit Gems - Mukesh Shah,106563,INDIA,Surat,Gujarat,"Diamond Manufacturer/Cutter, Diamond Dealer/Broker, Jewelry Retail Chain",2017-05-19T00:00:00,0,7
VINIT GEMS - Rakesh Mehta,91596,INDIA,SURAT,Gujarat,Diamond Manufacturer/Cutter,2013-10-18T00:00:00,0,11
Vinod Kotahwala Inc.,57807,USA,New York,New York,Diamond Dealer/Broker,2006-10-18T00:00:00,0,18
Vinshan Impex,107163,INDIA,Surat,Gujarat,Diamond Manufacturer/Cutter,2017-08-04T00:00:00,0,7
Vintage antique jewelry,102475,USA,Hartsdale,New York,Independent Jeweler,2016-02-08T00:00:00,0,8
Vintage Diam Inc,106567,USA,New York,New York,Diamond Dealer/Broker,2017-05-19T00:00:00,0,7
VINTAGE JEWELERS & GIFTS,26933,USA,Windsor,California,Independent Jeweler,2015-06-15T00:00:00,0,9
VIP Gem and Jewelry Inc. dba VIP Diamonds,27852,USA,Great Neck,New York,Diamond Dealer/Broker,2006-02-14T00:00:00,0,18
VIP Jewelry Inc.,80455,USA,New York,New York,Jewelry Manufacturer,2011-10-10T00:00:00,0,13
VIP Kuyumculuk Ozcan Uslucan,113766,TURKEY,Istanbul,,Diamond Dealer/Broker,2019-06-27T00:00:00,0,5
VIP Watch & Jewellery,117783,HONG KONG,Hong Kong,,"Online Jewelry Store, Trade Association, Watch Dealer",2020-10-07T00:00:00,0,4
VIPUL DIAMONDS,69595,INDIA,SURAT,Gujarat,Diamond Manufacturer/Cutter,2009-12-15T00:00:00,0,15
VIR GEMS,71870,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2009-09-29T00:00:00,0,15
VIR IMPEX - Mumbai,86666,INDIA,MUMBAI,Maharashtra,Diamond Manufacturer/Cutter,2012-11-01T00:00:00,0,12
VIR JEWELS,102715,INDIA,MUMBAI,Maharashtra,Jewelry Retail Chain,2016-03-03T00:00:00,0,8
VIRAAJ TRADING HK LIMITED,113390,HONG KONG,KOWLOON,,Diamond Dealer/Broker,2019-05-27T00:00:00,0,5
Virag Gems,124542,INDIA,Surat,Gujarat,Diamond Dealer/Broker,2022-12-23T06:20:00,0,2
VIRAL GEMS,115508,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2019-12-20T00:00:00,0,5
VIRAL JEWELS,89929,INDIA,MUMBAI,Andaman & Nicobar Islands,Jewelry Manufacturer,2013-07-18T00:00:00,0,11
V.JAYANTILAL & CO,104710,INDIA,Mumbai,Maharashtra,Diamond Manufacturer/Cutter,2016-10-05T00:00:00,0,8
V.K. GEMS,55082,HONG KONG,"HUNGHOM,KOWLOON",,Diamond Dealer/Broker,2019-06-03T00:00:00,0,5
V.K.S DIAMONDS,109074,INDIA,CHENNAI,Tamil Nadu,Diamond Dealer/Broker,2018-03-09T00:00:00,0,6
V.N.TRADING Co.,113759,JAPAN,,,Diamond Dealer/Broker,2019-06-27T00:00:00,0,5
V.P.Gems,77026,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2011-01-28T00:00:00,0,13
V.R. SANGHAVI CORPORATION,111481,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2018-12-07T00:00:00,0,6
V.RISHIL & CO,127532,INDIA,Surat,Gujarat,Diamond Manufacturer/Cutter,2024-03-21T05:56:00,0,Less than 1 year
Vaarya Jewels,127014,USA,Belle Mead,New Jersey,Online Jewelry Store,2024-01-15T17:12:00,0,Less than 1 year
VAASU GEMS & JEWELLERY,125892,INDIA,JAIPUR,Rajasthan,Jewelry Retailer,2023-07-07T05:27:00,0,1
Vachtel Shlomo,94091,ISRAEL,Ramat Gan,Central District,Diamond Dealer/Broker,2016-03-20T00:00:00,0,8
Vaclav Vanek,84514,CZECH REPUBLIC,Ceske Budejovice,Czech Republic,Diamond Dealer/Broker,2017-04-20T00:00:00,0,7
VADILAL JEWELS,114138,INDIA,CHENNAI,Tamil Nadu,Jewelry Manufacturer,2019-08-07T00:00:00,0,5
VAGHASIYA EXPORTS,55895,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2010-02-15T00:00:00,0,14
Vahé Oskanian Diamonds nv,71862,BELGIUM,Antwerp,,Diamond Dealer/Broker,2009-10-12T00:00:00,0,15
VAIBHAV GEMS,70958,INDIA,MUMBAI,Maharashtra,Diamond Manufacturer/Cutter,2009-04-20T00:00:00,0,15
VAIBHAV GEMS - vaibhav shah,71303,INDIA,MUMBAI,Maharashtra,Diamond Manufacturer/Cutter,2009-06-23T00:00:00,0,15
VAIBHAV GEMS PVT LTD - MUMBAI 1,111203,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2018-11-05T00:00:00,0,6
VAIBHAV GLOBAL LTD,66551,INDIA,MUMBAI,Maharashtra,Diamond Manufacturer/Cutter,2019-02-19T00:00:00,0,5
VAIBHAV JEWELS,92963,INDIA,NEW DELHI,DELHI,Jewelry Manufacturer,2014-02-11T00:32:02,0,10
VAIDEHI - IMPEX,103410,INDIA,surat,Gujarat,Diamond Dealer/Broker,2016-05-04T00:00:00,0,8
Vaishali Diamonds BVBA,111784,BELGIUM,Antwerpen,,Diamond Dealer/Broker,2019-01-17T00:00:00,0,5
VAISHALI DIAMONDS DMCC,97701,UAE,Dubai,DUBAI,"Diamond Dealer/Broker, Independent Jeweler, Jewelry Manufacturer",2015-01-28T00:00:00,0,9
VAJRA CERTIFIED DIAMONDS PVT LTD,79335,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2011-07-19T00:00:00,0,13
Vajra Gems,106465,INDIA,Mumbai,Maharashtra,Jewelry Manufacturer,2017-05-11T00:00:00,0,7
VAJRA GOLD AND DIAMOND LLC,122865,UAE,DUBAI,,,2022-04-12T00:00:00,0,2
Unique Diamonds Antwerp b.v.b.a.,101202,BELGIUM,,,Diamond Dealer/Broker,2015-11-04T00:00:00,0,9
Unique Gold and Diamonds,105536,USA,Clifton,New Jersey,"Independent Jeweler, Gold Buyer",2017-01-26T00:00:00,0,7
"Unique Jewelry Co.,Ltd",116312,CHINA,Shenzhen,Guangdong,Diamond Dealer/Broker,2020-03-17T00:00:00,0,4
UNIQUE JEWELS,79407,INDIA,mumbai,Maharashtra,Diamond Dealer/Broker,2011-07-22T00:00:00,0,13
Unique Lotus Gems,112422,HONG KONG,Hong Kong,,Diamond Dealer/Broker,2019-03-11T00:00:00,0,5
Unique Settings of New York,111980,USA,LONG ISLAND CITY,New York,Jewelry Manufacturer,2019-02-05T16:59:00,0,5
Unique Stones International,62980,USA,Boca Raton,Florida,Diamond Dealer/Broker,2008-01-01T00:00:00,0,16
Unirich Jewellery Ltd,101199,HONG KONG,Hong Kong,,Diamond Manufacturer/Cutter,2015-11-04T00:00:00,0,9
UNITED DIAMONDS,88461,INDIA,NEW DELHI,Delhi,Diamond Dealer/Broker,2013-03-07T00:00:00,0,11
United Diamonds Inc.,24542,USA,Rockville,Maryland,Diamond Dealer/Broker,2006-05-15T00:00:00,0,18
United Gem LTD,7971,USA,Chicago,Illinois,Diamond Manufacturer/Cutter,1999-07-01T00:00:00,0,25
United Gems & Colorstones LLC,75413,USA,New York,New York,Diamond Dealer/Broker,2010-08-25T00:00:00,0,14
United Gold Buyers,93520,USA,Tipp City,Ohio,Gold Buyer,2014-03-05T19:10:29,0,10
United stone capital,127119,USA,new york,New York,Diamond and Pearl Dealer/Broker,2024-02-01T18:08:00,0,Less than 1 year
UNITY DISTRIBUTORS (PTY) LTD,68871,SOUTH AFRICA,ILLOVO,Gauteng,Diamond and Jewelry Dealer/Broker,2008-04-02T00:00:00,0,16
UNITY GEMS -MUMBAI 2,107994,INDIA,Mumbai,Maharashtra,Diamond Dealer/Broker,2017-11-08T00:00:00,0,7
UNITY IMPEX,122495,INDIA,MUMBAI,Maharashtra,,2022-03-01T00:00:00,0,2
UNITY INTERNATIONAL,76501,HONG KONG,HONGKONG,HongKong,Diamond Dealer/Broker,2010-12-02T00:00:00,0,14
Universal By Lydia Company Limited,76704,HONG KONG,Central,,Independent Jeweler,2010-12-29T00:00:00,0,14
Universal Diamond Corp.,12108,USA,Atlanta,Georgia,Diamond Dealer/Broker,1999-09-15T00:00:00,0,25
UNIVERSAL DIAMOND HOLDINGS LTD,95017,UNITED KINGDOM,London,Aberdeen,Jewelry Manufacturer,2014-06-26T00:00:00,0,10
Universal Diamonds,75633,USA,Pittsburgh,Pennsylvania,Diamond Dealer/Broker,2011-08-30T00:00:00,0,13
UNIVERSAL DIAMONDS - pranav shah,71756,INDIA,SURAT,Gujarat,Diamond Manufacturer/Cutter,2009-09-05T00:00:00,0,15
Universal Diamonds Pty Limited,120160,AUSTRALIA,SYDNEY,New South Wales,Jeweler ,2021-06-03T00:00:00,0,3
UNIVERSAL GEMS - Akshay Shah,114296,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2019-08-26T00:00:00,0,5
VIRAL SHAH,97483,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2015-01-12T06:36:00,0,9
Virani Jewelers,105829,USA,Iselin,New Jersey,Jewelry Retail Chain,2017-02-28T00:00:00,0,7
Virat Diamonds Limited,103118,HONG KONG,"Tsim Sha Tsui, Kowloon",,Diamond Dealer/Broker,2016-04-08T00:00:00,0,8
Virat Enterprises Inc,74662,USA,New York,New York,Diamond Dealer/Broker,2012-02-07T00:00:00,0,12
"Virgin Diamond Co., Ltd.",53936,JAPAN,Taikou-ku,Aichi Prefecture,Independent Jeweler,2008-11-11T00:00:00,0,16
Virham Gems,117393,INDIA,Surat,Gujarat,Diamond Manufacturer/Cutter,2020-09-01T00:00:00,0,4
Viron Joias E Pedras Ltda Me,128771,BRAZIL,,,Diamond Dealer/Broker,2024-09-12T00:00:00,0,Less than 1 year
VIRTI DIAMOND,84777,INDIA,SURAT,Gujarat,Diamond Dealer/Broker,2012-07-05T00:00:00,0,12
Virtue HK Ltd.,98441,HONG KONG,Hong Kong,,Diamond Manufacturer/Cutter,2015-03-23T00:00:00,0,9
Virtue Jewelry Ltd,80168,HONG KONG,MongKok,KLN,Jewelry Manufacturer,2011-11-29T00:00:00,0,13
Virtuoso Jewels,123049,USA,Apex,,Jewelry Retailer,2022-05-11T00:00:00,0,2
Vishal Chains And Jewellery Pvt. Ltd.,127516,INDIA,delhi,Delhi,Jewelry Manufacturer,2024-03-20T05:25:00,0,Less than 1 year
VISHAL DIAMONDS,75236,INDIA,Mumbai,Maharashtra,"Diamond Manufacturer/Cutter, Online Jewelry Store",2010-08-03T00:00:00,0,14
VISHAL ENTERPRISES MUMBAI,74305,INDIA,MUMBAI,Maharashtra,Diamond Manufacturer/Cutter,2010-04-20T00:00:00,0,14
VISHAL JEWELLERS,79723,INDIA,NEW DELHI,Delhi,Independent Jeweler,2011-08-17T00:00:00,0,13
VISHAL JEWELLERS LIMITED,66281,UNITED KINGDOM,Rugby,Warwickshire,Independent Jeweler,2007-03-02T00:00:00,0,17
VISHALBHAI JAGDISHBHAI BHADANI,120640,INDIA,SURAT,Gujarat,,2021-07-30T00:00:00,0,3
Vishesh jewelers,117398,INDIA,INDORE,Madhya Pradesh,,2020-09-01T07:14:00,0,4
Vishinda Inc.,29857,USA,New York,New York,Diamond Manufacturer/Cutter,2008-08-13T00:00:00,1,16
VISHINDAS HOLARAM,74841,INDIA,MUMBAI,Maharashtra,Diamond Manufacturer/Cutter,2010-06-18T00:00:00,1,14
VISHV DIAMOND,125401,INDIA,SURAT,Gujarat,Diamond Dealer/Broker,2023-04-21T00:00:00,0,1
VISION IMPEX,120769,HONG KONG,KOWLOON,,Diamond Dealer/Broker,2021-08-17T00:00:00,0,3
VISION INT''L (HK) LTD.,45884,HONG KONG,,,Diamond Dealer/Broker,2008-02-13T00:00:00,0,16
Vision Intergems Co. Ltd,124484,THAILAND,Bangkok,Amnat Charoen,Diamond Dealer/Broker,2022-12-13T00:00:00,0,2
Vision Jewels,119179,INDIA,Mumbai,Maharashtra,Diamond Dealer/Broker,2021-03-03T00:00:00,0,3
Visitron Jewelers,113072,USA,Mays Landing,New Jersey,Independent Jeweler,2019-04-29T00:00:00,0,5
Vista Jewelry Ltd.,99597,HONG KONG,"21 Man Lok St.,",Hunghom,Jewelry Manufacturer,2015-06-07T00:00:00,0,9
Vistar Inc.,10187,USA,East Brunswick,New Jersey,Diamond Dealer/Broker,2005-03-31T00:00:00,0,19
VITAL DIAMONDS INTERNATIONAL,43571,AUSTRALIA,Melbourne,Victoria,Diamond Dealer/Broker,2004-04-08T00:00:00,0,20
Vitha Jewelers and Fashions,118530,USA,,California,Jewelry Retailer,2022-02-23T00:00:00,0,2
VITRAAG BVBA,55349,BELGIUM,Antwerp,Antwerp,"Diamond Manufacturer/Cutter, Diamond Dealer/Broker",2005-04-19T00:00:00,0,19
"Vitraag Gems Co.,Ltd.",109956,THAILAND,Bangkok,,Diamond Dealer/Broker,2018-06-11T00:00:00,0,6
Vitraag USA Inc.,71451,USA,NEW YORK,New York,Diamond Manufacturer/Cutter,2009-07-24T00:00:00,1,15
VITRAG DIAM,82043,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2012-02-06T00:00:00,0,12
"VITTORIO B, LLC",104692,USA,New York,New York,Designer,2016-09-30T00:00:00,0,8
VIVAAN GEMS LTD,114774,INDIA,MUMBAI,Maharashtra,Jewelry Retail Chain,2019-10-23T00:00:00,0,5
"Vivaan Jewels Co., Ltd",114390,THAILAND,Bangkok,Amnat Charoen,Diamond Dealer/Broker,2019-09-09T00:00:00,0,5
VIVAN GEM,126066,INDIA,MUMBAI,Maharashtra,Jewelry Retailer,2023-07-28T00:00:00,0,1
Vivaz Limited,118594,HONG KONG,,,Diamond Dealer/Broker,2021-04-23T00:00:00,0,3
Vivek Diam,119000,INDIA,Surat,Gujarat,Diamond Dealer/Broker,2021-02-18T00:00:00,0,3
Vivi P Jewellery Ltd,118261,HONG KONG,Hong Kong,,Jewelry Retailer,2020-11-29T00:00:00,0,4
Vivial Diamonds,87819,ISRAEL,Ramat Gan,,Diamond Manufacturer/Cutter,2013-01-21T00:00:00,0,11
VIVID CREATIONS,89159,KUWAIT,safat,kuwait,Jewelry Manufacturer,2013-04-25T00:00:00,0,11
VIVID DIAM,100428,INDIA,SURAT,Gujarat,"Diamond Manufacturer/Cutter, Diamond Dealer/Broker",2015-08-18T00:00:00,0,9
Vivid Diamonds Inc,71901,USA,Miami,Florida,Diamond Dealer/Broker,2009-09-30T00:00:00,1,15
Vivid Fine Jewels LLC,120182,USA,New York,New York,Diamond Dealer/Broker,2021-06-04T00:00:00,0,3
Vivid Jewelry,127961,CHINA,ShenZhen,Guangdong,Diamond Dealer/Broker,2024-05-09T00:00:00,0,Less than 1 year
Vivid Jewels (HK) Ltd,91445,HONG KONG,Hong Kong,,Diamond Manufacturer/Cutter,2013-10-08T00:00:00,0,11
Vivid Sa.,53692,SWITZERLAND,London,,Independent Jeweler,2004-09-21T00:00:00,0,20
Vivo Ltd. Sti,68681,TURKEY,ISTANBUL,Fatih,Jewelry Retail Chain,2018-03-27T00:00:00,0,6
Veer  Diam,117685,INDIA,Surat,Gujarat,"Diamond Manufacturer/Cutter, Diamond Dealer/Broker",2020-09-23T00:00:00,0,4
VEER DIAMONDS,73519,INDIA,PUNE,Maharashtra,Diamond Dealer/Broker,2010-01-04T00:00:00,0,14
VEER ENTERPRISE,70857,INDIA,SURAT,Gujarat,Diamond Manufacturer/Cutter,2012-11-30T00:00:00,0,12
VEER EXPORT,127141,INDIA,SURAT,Gujarat,Diamond Dealer/Broker,2024-02-07T00:00:00,0,Less than 1 year
VEER GEMS,70554,INDIA,MUMBAI,Maharashtra,Diamond Manufacturer/Cutter,2009-02-05T00:00:00,0,15
Veera Dimon,71463,BELGIUM,Antwerp,Antwerp,Diamond Dealer/Broker,2009-12-03T00:00:00,0,15
Veerasak Gems Co Ltd,119161,THAILAND,Bangkok,,Colored Stone Dealer/Broker,2021-03-02T00:00:00,0,3
VEERJI EXPORTS,114389,INDIA,SURAT,Gujarat,Diamond Manufacturer/Cutter,2019-09-09T00:00:00,0,5
Venetti Corp.,68676,USA,los angeles,California,Diamond Dealer/Broker,2008-03-07T00:00:00,0,16
VENI DIAM LIMITED,84143,HONG KONG,KOWLOON,,"Diamond Manufacturer/Cutter, Diamond Dealer/Broker",2012-05-18T00:00:00,0,12
"Venice Creation, Inc.",112818,PHILIPPINES,Metro Manila,,Diamond Dealer/Broker,2019-04-04T00:00:00,0,5
"Venice Jewelry Co., Ltd.",98555,CHINA,Shenzhen,Guangdong,Independent Jeweler,2015-03-28T00:00:00,0,9
Venori,109729,USA,White Plains,New York,Jewelry Retailer,2018-05-15T00:00:00,0,6
Venta Pirlanta,112064,TURKEY,istanbul,,Diamond Dealer/Broker,2019-02-14T00:00:00,0,5
Ventura Diamonds Ltd,73100,ISRAEL,Ramat Gan,Central District,Diamond Manufacturer/Cutter,2023-09-11T00:00:00,0,1
